"komentar","label"
"Jangan heran kalau rakyat kehilangan kepercayaan, kelakuan kalian sendiri yang bikin!","negatif"
"Hukum di negeri ini lebih mirip dagangan, siapa yang bayar lebih, dia yang menang!","negatif"
"Kalau ada kasus besar, pasti ada aja yang tiba-tiba ?ilang jejak? udah capek liat dramanya!","negatif"
"Jangan cuma garang kalau ngurusin rakyat kecil, berani nggak lawan yang di atas?","negatif"
"Bukan cuma sekali dua kali, tapi tiap hari ada aja kasus yang bikin naik darah!","negatif"
"Kenapa kalau rakyat yang salah langsung dihukum, tapi kalau oknum polisi yang salah malah dilindungi?","negatif"
"Lapor kehilangan malah dipersulit, padahal itu kerjaan mereka!","negatif"
"Aneh, kalau ada orang kaya yang kena kasus, tiba-tiba hukum bisa lunak banget!","negatif"
"Mereka sok paling benar, tapi kerjaannya malah banyak merugikan rakyat!","negatif"
"Setiap ada kasus besar, rakyat selalu dibiarkan menunggu keadilan yang nggak pernah datang!","negatif"
"Kerja kalian tuh harusnya ngelindungin rakyat, bukan malah nambahin masalah!","negatif"
"Jangan mentang-mentang berseragam, jadi merasa bisa ngatur segalanya seenaknya!","negatif"
"Dulu percaya sama hukum, sekarang cuma bisa pasrah karena sistemnya udah rusak!","negatif"
"Percuma ada hukum kalau ujung-ujungnya bisa dibeli sama yang punya duit!","negatif"
"Bukannya bantu rakyat, malah bikin ribet setiap ada masalah!","negatif"
"Mereka seharusnya jadi harapan, tapi justru bikin ketakutan!","negatif"
"Lihat berita soal mereka tiap hari bikin makin hilang harapan sama keadilan!","negatif"
"Beneran deh, kalau nggak viral dulu, polisi nggak bakal peduli sama kasus rakyat kecil!","negatif"
"Sumpah jabatan mereka cuma formalitas doang, buktinya kelakuan tetap seenaknya!","negatif"
"Harusnya yang berseragam itu bikin tenang, bukan malah bikin curiga!","negatif"
"Seragam bukan buat gaya-gayaan, tapi buat benerin sistem hukum yang udah bobrok ini!","negatif"
"Paling jago kalau urusan ngasih alasan, tapi kalau kerja bener malah nggak kelihatan!","negatif"
"Setiap ada kasus gede, ujung-ujungnya rakyat disuruh ?abar? tapi nggak ada hasilnya!","negatif"
"Banyak yang berbuat salah, tapi hanya beberapa yang kena hukuman! Keadilan apa ini?","negatif"
"Kalau kasusnya melibatkan pejabat, pasti deh tiba-tiba jadi lambat prosesnya!","negatif"
"Sumpah, heran banget! Gimana sih bisa mereka tetap santai setelah bikin rakyat sengsara?","negatif"
"Kalau rakyat melawan, dibilang melanggar hukum. Kalau mereka yang melanggar, cuma dikasih sanksi ringan!","negatif"
"Bilangnya mau reformasi, tapi nyatanya masih bobrok juga!","negatif"
"Kalau lapor kasus malah disuruh ?amai?aja, jadi buat apa ada polisi?","negatif"
"Kenapa setiap ada kasus, pasti ada drama ?ilangnya barang bukti?atau ?ersangka kabur?","negatif"
"Susah percaya sama sistem hukum kalau yang jalankan aja nggak bisa bersikap adil!","negatif"
"Makin lama, makin kelihatan kalau hukum di negeri ini cuma buat mereka yang berduit!","negatif"
"Apa mereka nggak malu tiap hari ada berita buruk tentang kepolisian?","negatif"
"Sebenarnya tugas mereka apa sih? Karena yang mereka lakukan nggak sesuai sama yang diharapkan rakyat!","negatif"
"Lihat seragam mereka sekarang malah bikin marah, bukan bangga!","negatif"
"Setiap ada rakyat yang cari keadilan, malah mereka yang ditekan! Gila sih ini!","negatif"
"Kalau mau dihormati, kerja yang bener! Jangan cuma modal seragam!","negatif"
"Gaji dari pajak rakyat, tapi malah ngerugiin rakyat! Ironis banget!","negatif"
"Nggak ada harapan sama hukum kalau aparatnya masih banyak yang main belakang!","negatif"
"Dunia hukum di sini kayak panggung sandiwara, yang jago akting pasti menang!","negatif"
"Kalau rakyat yang salah langsung diadili, tapi kalau mereka sendiri yang salah, prosesnya kayak keong!","negatif"
"Jangan cuma pencitraan di media, rakyat butuh bukti nyata!","negatif"
"Mereka yang harusnya jadi contoh malah jadi yang paling buruk kelakuannya!","negatif"
"Setiap kasus yang nggak kunjung selesai, makin membuktikan kalau sistemnya udah gagal total!","negatif"
"Kalau ada polisi yang benar-benar jujur, kasihan banget mereka harus kerja di sistem kayak gini!","positif"
"saya masih percaya dengan polisi indonesia","positif"
"saya yakin masih ada pak polisi yang baik dan jujur","positif"
"masyarakat percaya kalian bisa melindungi kami pak","positif"
"semangat pak polisi kami percaya dengan kalian bisa melindungi kami","positif"
"lindungi kami selalu pak","positif"
"Marah banget lihat kasus ini nggak kelar-kelar!","negatif"
"brengsek hukum di negeri ini Cuma buat yang punya uang","negatif"
"kesal lihat oknum bebas tanpa hukuman","negatif"
"jengkel tiap kali lihat berita tentang mereka","negatif"
"benci banget sama sistem yang tidak adil","negatif"
"muak dengan janji palsu polisi tanpa bukti","negatif"
"geram lihat yang salah malah dilindungi","negatif"
"emosi setiap kali dengan polisi beralasan","negatif"
"dendam rasanya kalau polisi tidak adil","negatif"
"makin naik darah lihat kelakuan polisi","negatif"
"marah karena keadilan Cuma ilusi di negeri ini","negatif"
"brengsek rakyat kecil selalu jadi korban","negatif"
"kesal lihat kasus yang tiba-tiba hilang","negatif"
"jengkel banget kalau polisi diam saja","negatif"
"benci banget sama ketidakadilan yang dibiarkan terus terjadi","negatif"
"geram lihat yang benar malah ditekan","negatif"
"emosi banget kalau kasus besar tiba-tiba senyap","negatif"
"dendam rasanya lihat polisi berindak semena-mena","negatif"
"marah sampai tidak bisa berkata-kata","negatif"
"kesal lihat rakyat kecil dipersulit","negatif"
"brengsek kapan hukum bisa benar-benar adil","negatif"
"benci banget sama sistem hukum yang bobrok","negatif"
"muak dengan pencitraan tanpa aksi nyata","negatif"
"geram lihat aparat yang hanya memikirkan diri sendiri","negatif"
"emosi tiap kali ada kasus yang tidak pernah tuntas","negatif"
"dendam dengan ketidakadilan yang terus berulang","negatif"
"marah lihat koruptor bisa bebas santai","negatif"
"kesal karena yang salah selalu dilindungi","negatif"
"senang banget lihat polwan","positif"
"brengsek polisi korup buat rakyat makin sengsara","negatif"
"kesal karena polisi mengabaikan kejahatan","negatif"
"jengkel lihat polisi yang main kekerasan","negatif"
"muak lihat polisi hobi mengintimidasi rakyat biasa","negatif"
"emosi kalau polisi menyalahgunakan senjata dan wewenangnya","negatif"
"jengkel lihat polisi lebih sibuk mengejar tilang daripada tangkap koruptor","negatif"
"benci banget sama polisi yang menutupi kesalahan","negatif"
"dendam sama polisi tidak pernah jujur","negatif"
"brengsek harus viral dulu baru polisi mau bertindak","negatif"
"jengkel setiap melihat polisi pura-pura tidak tahu","negatif"
"benci banget kalau lihat polisi tidak becus bekerja","negatif"
"muak dengan alasan polisi yang selalu berubah-ubah","negatif"
"dendam rasanya lihat polisi bebas dari hukuman meski terbukti bersalah","negatif"
"marah lihat polisi melindungi koruptor","negatif"
"jengkel lihat aturan yang hanya menguntungkan polisi","negatif"
"Tugas polisi bukan hanya menegakkan hukum, tapi juga membangun kepercayaan publik.","netral"
"Evaluasi berkala terhadap kinerja kepolisian bisa jadi langkah perbaikan yang baik.","netral"
"Pelayanan yang cepat dan transparan adalah kunci kepercayaan masyarakat terhadap kepolisian.","netral"
"Tugas kepolisian adalah menegakkan hukum dengan adil tanpa memihak.","netral"
"benci lihat polisi yang selalu melindungi kepentingan pejabat","negatif"
"jengkel lihat polisi yang tidak mau dikritik padahal kerjaannya amburadul","negatif"
"benci sama polisi yang Cuma modal seragam tapi tidak berintegritas","negatif"
"dendam sama polisi yang tidak punya hati nurani","negatif"
"jengkel lihat bukti jelas tapi tetap tidak diproses","negatif"
"Bangga dengan polisi yang bekerja sepenuh hati!","positif"
"Senang melihat polisi makin profesional!","positif"
"Polisi yang jujur bikin hati tenang!","positif"
"Kinerja polisi semakin baik, teruskan!","positif"
"Salut untuk polisi yang menjaga keadilan!","positif"
"Terima kasih, polisi sudah bertugas dengan baik!","positif"
"Senang melihat polisi membantu masyarakat!","positif"
"Polisi sigap, rakyat jadi merasa aman!","positif"
"Polisi yang adil bikin masyarakat bahagia!","positif"
"Bangga dengan polisi yang tegas dan bijak!","positif"
"Polisi bekerja cepat, keren!","positif"
"Hati senang melihat polisi melayani dengan tulus!","positif"
"Terima kasih sudah melindungi kami dengan baik!","positif"
"Polisi yang ramah bikin nyaman!","positif"
"Bahagia melihat polisi menjalankan tugasnya dengan benar!","positif"
"Salut dengan polisi yang tidak tebang pilih!","positif"
"Senang ada polisi yang sigap dan responsif!","positif"
"Polisi bekerja dengan hati, luar biasa!","positif"
"Masyarakat bangga punya polisi yang profesional!","positif"
"Aman rasanya karena polisi selalu siap siaga!","positif"
"Polisi yang jujur adalah kebanggaan bangsa!","positif"
"Senyum polisi di jalan bikin hari lebih cerah!","positif"
"Polisi hadir, kejahatan menurun, hebat!","positif"
"Bahagia melihat polisi menegakkan hukum dengan adil!","positif"
"Terharu melihat polisi membantu warga kecil!","positif"
"Polisi yang disiplin bikin masyarakat kagum!","positif"
"Kepolisian memiliki peran penting dalam menjaga keamanan di masyarakat.","netral"
"Pelayanan yang cepat dan responsif selalu menjadi harapan masyarakat.","netral"
"Setiap institusi pasti memiliki tantangan dalam menjalankan tugasnya.","netral"
"Evaluasi rutin diperlukan agar kinerja kepolisian semakin optimal.","netral"
"Kepastian hukum bergantung pada penegakan yang transparan dan adil.","netral"
"Setiap laporan masyarakat harus ditindaklanjuti sesuai prosedur yang berlaku.","netral"
"Polisi bekerja berdasarkan hukum dan aturan yang sudah ditetapkan.","netral"
"Pelatihan dan pengembangan terus diperlukan untuk meningkatkan profesionalisme.","netral"
"Koordinasi antarinstansi dapat membantu efektivitas kinerja kepolisian.","netral"
"Penegakan hukum yang baik harus bebas dari kepentingan tertentu.","netral"
"Kesadaran hukum masyarakat juga berperan dalam mendukung tugas kepolisian.","netral"
"Modernisasi alat dan sistem kepolisian bisa meningkatkan efektivitas kerja.","netral"
"Program kerja kepolisian perlu disosialisasikan agar masyarakat memahami perannya.","netral"
"Setiap tindakan polisi harus didasarkan pada bukti dan prosedur yang jelas.","netral"
"Partisipasi publik dalam pengawasan dapat membantu menjaga kredibilitas kepolisian.","netral"
"Keamanan wilayah menjadi salah satu indikator keberhasilan kinerja kepolisian.","netral"
"Peningkatan integritas personel sangat penting untuk menjaga kepercayaan publik.","netral"
"Kolaborasi dengan berbagai pihak dapat membantu tugas kepolisian lebih efektif.","netral"
"Masyarakat menginginkan pelayanan yang transparan dan akuntabel dari kepolisian.","netral"
"Penegakan aturan harus tetap dilakukan sesuai dengan ketentuan yang berlaku.","netral"
"Bahagia melihat polisi bekerja sama dengan masyarakat!","positif"
"Polisi cepat tanggap, hasilnya nyata!","positif"
"Polisi yang bertanggung jawab bikin negara lebih maju!","positif"
"Masyarakat senang melihat polisi aktif menjaga ketertiban!","positif"
"Takut kalau kasus ini cuma berakhir tanpa kejelasan!","negatif"
"Polisi ada, tapi kenapa masih takut keluar malam?","negatif"
"Seram lihat polisi yang harusnya melindungi malah bertindak sebaliknya!","negatif"
"Takut kalau laporan hanya dianggap angin lalu!","negatif"
"Merinding lihat aparat yang menyalahgunakan kekuasaan!","negatif"
"Polisi lambat bertindak, takut kasusnya menghilang begitu saja!","negatif"
"Jangan sampai hukum malah memihak yang berkuasa, ngeri!","negatif"
"Deg-degan kalau ketemu razia, padahal nggak salah apa-apa!","negatif"
"Takut kalau keadilan hanya mimpi di negeri ini!","negatif"
"Polisi harusnya bikin aman, tapi kenapa banyak yang justru waswas?","negatif"
"Ngeri lihat kasus besar yang nggak pernah terselesaikan!","negatif"
"Takut kalau suara rakyat malah dibungkam dengan mudah!","negatif"
"Merasa nggak aman meskipun ada polisi di sekitar!","negatif"
"Polisi hadir, tapi kenapa masih banyak korban kejahatan?","negatif"
"Takut kalau yang salah malah dilindungi!","negatif"
"Polisi harusnya bikin tenang, bukan bikin cemas!","negatif"
"Khawatir kalau laporan kasus hanya berakhir di meja tanpa tindakan!","negatif"
"Serem lihat kejahatan yang tetap merajalela meski ada aparat!","negatif"
"Ketakutan melihat hukum yang bisa dibeli!","negatif"
"Polisi diam saja, rakyat makin takut berbicara!","negatif"
"Jangan sampai ada korban lagi hanya karena polisi abai!","negatif"
"Kenapa makin banyak orang takut melapor ke polisi?","negatif"
"Rasanya nggak aman kalau kejahatan dibiarkan begitu saja!","negatif"
"Seram kalau keadilan bisa dinegosiasi!","negatif"
"Takut kalau pelaku kejahatan malah lebih dilindungi daripada korban!","negatif"
"Polisi terlalu santai, sementara kejahatan terus terjadi!","negatif"
"Takut karena tidak ada transparansi dalam penanganan kasus!","negatif"
"Polisi seharusnya bikin tenang, bukan bikin ragu!","negatif"
"Ngeri kalau ada kasus besar tapi polisi malah diam!","negatif"
"Polisi harus tegas, biar rakyat nggak hidup dalam ketakutan!","negatif"
"Keamanan makin diragukan kalau polisi nggak bertindak cepat!","negatif"
"Jangan sampai takut dengan polisi lebih besar daripada takut dengan penjahat!","negatif"
"Takut kalau polisi cuma bergerak kalau sudah viral!","negatif"
"Sulit percaya kalau kejahatan tetap berulang meski ada aparat!","negatif"
"Ngeri kalau yang berani bicara malah dikriminalisasi!","negatif"
"Jangan sampai ada korban sia-sia karena kelambanan aparat!","negatif"
"Takut karena kasus hilang begitu saja setelah beberapa waktu!","negatif"
"Polisi perlu lebih tegas biar rakyat merasa aman!","negatif"
"Takut kalau hukum hanya tajam ke bawah!","negatif"
"Ragu kalau hukum bisa berjalan tanpa intervensi!","negatif"
"Takut karena hukum bisa dibelokkan sesuka hati!","negatif"
"Ngeri lihat kasus yang nggak pernah menemui titik terang!","negatif"
"Polisi harusnya memberikan perlindungan, bukan menambah rasa takut!","negatif"
"Khawatir kalau penegakan hukum hanya ilusi!","negatif"
"Takut kalau korban nggak dapat keadilan, sementara pelaku bebas berkeliaran!","negatif"
"Keamanan makin nggak jelas kalau polisi lambat bertindak!","negatif"
"Polisi seharusnya bisa lebih sigap biar rakyat nggak terus cemas!","negatif"
"Seram lihat kasus yang ujungnya cuma diam di tempat!","negatif"
"Polisi harus lebih transparan biar kepercayaan publik nggak hilang!","negatif"
"Ngeri kalau aparat lebih berpihak pada yang berkuasa daripada rakyat!","negatif"
"Sedih melihat hukum tak berpihak pada rakyat kecil.","negatif"
"Polisi ada, tapi keadilan terasa jauh.","negatif"
"Miris, kejahatan terus terjadi meski aparat ada di mana-mana.","negatif"
"Kenapa polisi lambat bertindak saat rakyat butuh?","negatif"
"Kecewa melihat kasus besar selalu tenggelam.","negatif"
"Rasanya pedih melihat korban tak mendapat keadilan.","negatif"
"Polisi harusnya melindungi, tapi kenapa banyak yang masih merasa tak aman?","negatif"
"Sedih melihat hukum hanya tajam ke bawah.","negatif"
"Rakyat menangis, tapi keadilan tetap tak datang.","negatif"
"Kenapa banyak kasus tak pernah terselesaikan?","negatif"
"Polisi hadir, tapi rasa aman tetap tak ada.","negatif"
"Miris, mereka yang butuh perlindungan malah terabaikan.","negatif"
"Susah percaya kalau laporan ke polisi bakal diproses.","negatif"
"Hati ini hancur melihat kebenaran diabaikan.","negatif"
"Sedih melihat aparat tak bisa jadi harapan rakyat.","negatif"
"Kenapa hukum seperti permainan bagi mereka yang berkuasa?","negatif"
"Tidak ada harapan jika polisi hanya diam.","negatif"
"Kecewa, hukum di negeri ini seakan cuma formalitas.","negatif"
"Polisi harusnya memberi solusi, bukan menambah masalah.","negatif"
"Hukum ada, tapi rasanya hanya ilusi.","negatif"
"Miris melihat aparat lebih peduli citra daripada rakyat.","negatif"
"Kenapa keadilan harus selalu menunggu viral?","negatif"
"Korban menunggu kepastian, tapi polisi tetap lamban.","negatif"
"Sedih melihat rakyat kehilangan kepercayaan pada hukum.","negatif"
"Kecewa, mereka yang berjuang untuk kebenaran malah ditekan.","negatif"
"Hati ini sakit melihat kejahatan dibiarkan begitu saja.","negatif"
"Polisi harusnya jadi pelindung, bukan sumber ketakutan.","negatif"
"Kenapa keadilan selalu sulit didapat?","negatif"
"Kecewa, keadilan terasa semakin jauh.","negatif"
"Polisi ada, tapi rasa aman seakan menghilang.","negatif"
"Sedih melihat hukum tak berpihak pada yang lemah.","negatif"
"Kasus terus bertambah, tapi penyelesaian terasa lambat.","negatif"
"Rakyat menangis, polisi tetap diam.","negatif"
"Tak ada yang bisa diharapkan jika hukum terus dipermainkan.","negatif"
"Kenapa kejahatan terus berulang tanpa solusi?","negatif"
"Miris melihat aparat seolah tutup mata terhadap penderitaan rakyat.","negatif"
"Polisi harusnya melindungi, bukan membuat resah.","negatif"
"Sudah lapor, tapi tetap tak ada hasil.","negatif"
"Sedih melihat kebenaran kalah oleh kepentingan.","negatif"
"Bagaimana bisa percaya kalau keadilan hanya untuk yang berduit?","negatif"
"Hukum hanya tajam ke bawah, itu menyakitkan.","negatif"
"Lelah berharap ada perubahan, tapi tetap sama saja.","negatif"
"Polisi seharusnya mendengar jeritan rakyat, bukan hanya atasan.","negatif"
"Miris, kasus lama belum selesai, kasus baru sudah menumpuk.","negatif"
"Kenapa rakyat kecil harus selalu menjadi korban?","negatif"
"Polisi terlalu lamban saat rakyat benar-benar butuh bantuan.","negatif"
"Menyedihkan, banyak yang kehilangan nyawa tanpa kejelasan hukum.","negatif"
"Polisi ada, tapi keadilan tetap sulit ditemukan.","negatif"
"Hati ini hancur melihat aparat yang tak bisa diandalkan.","negatif"
"Korban butuh perlindungan, bukan sekadar laporan yang diabaikan.","negatif"
"Tak ada harapan jika hukum hanya berpihak pada yang kuat.","negatif"
"Kenapa kasus bisa hilang begitu saja tanpa jawaban?","negatif"
"Polisi hanya bergerak cepat kalau ada tekanan publik.","negatif"
"Kecewa, mereka yang berani bicara malah dibungkam.","negatif"
"Polisi harusnya bekerja untuk rakyat, bukan melawan rakyat.","negatif"
"Sedih, hukum seperti hanya ada di atas kertas.","negatif"
"Kepercayaan semakin terkikis karena kasus yang tak terselesaikan.","negatif"
"Polisi diam, sementara rakyat terus menderita.","negatif"
"Laporan dibuat, tapi tindakan tak pernah nyata.","negatif"
"Miris melihat hukum yang tak memberi kepastian bagi korban.","negatif"
"Polisi ada, tapi kenapa rasa takut masih menghantui?","negatif"
"Sedih melihat ketidakadilan masih merajalela.","negatif"
"Keadilan seharusnya untuk semua, bukan hanya yang berkuasa.","negatif"
"Polisi harusnya memberi solusi, bukan semakin menambah luka.","negatif"
"Kenapa suara rakyat selalu diabaikan?","negatif"
"Miris melihat orang jujur malah dijadikan tersangka.","negatif"
"Harus seviral apa agar ada tindakan?","negatif"
"Sedih, mereka yang benar malah ditekan.","negatif"
"Polisi hadir di mana-mana, tapi kejahatan tetap merajalela.","negatif"
"Susah percaya kalau kasus bisa benar-benar selesai.","negatif"
"Hukum yang tidak adil lebih menyakitkan dari kejahatan itu sendiri.","negatif"
"Rakyat kecil hanya bisa menangis tanpa kepastian hukum.","negatif"
"Miris, bukti sudah jelas tapi prosesnya tetap berlarut-larut.","negatif"
"Polisi janji memperbaiki citra, tapi kenyataannya tetap sama.","negatif"
"Kecewa karena hukum seperti panggung sandiwara.","negatif"
"Sedih melihat harapan rakyat dipermainkan oleh sistem.","negatif"
"Keadilan terasa semakin langka dan mahal.","negatif"
"Polisi harusnya jadi pelindung, bukan sumber kesedihan.","negatif"
"Setiap hari berharap perubahan, tapi tetap mengecewakan.","negatif"
"Polisi ada, tapi keadilan terasa semakin jauh.","negatif"
"Kami hanya ingin merasa aman, tapi itu pun sulit.","negatif"
"Miris, hukum seperti dipermainkan oleh mereka yang berkuasa.","negatif"
"Sedih melihat laporan kami hanya dianggap angin lalu.","negatif"
"Polisi harusnya membantu, bukan malah memperumit masalah.","negatif"
"Kecewa, bukti jelas tapi tetap tak ada tindakan.","negatif"
"Sampai kapan rakyat kecil terus menjadi korban?","negatif"
"Harapan mulai hilang, hukum semakin tak bisa dipercaya.","negatif"
"Polisi janji menegakkan hukum, tapi kenyataannya berbeda.","negatif"
"Kasus-kasus lama tak pernah ada ujungnya, hanya menumpuk.","negatif"
"Sedih melihat aparat yang lebih sibuk pencitraan daripada bertindak.","negatif"
"Polisi terlalu sering menunda hingga korban terlupakan.","negatif"
"Setiap laporan harus viral dulu baru diproses, miris.","negatif"
"Polisi hadir di mana-mana, tapi rasa aman tak pernah ada.","negatif"
"Bukankah tugas mereka melindungi? Kenapa malah menakutkan?","negatif"
"Jika keadilan hanya untuk segelintir orang, lalu kami ini siapa?","negatif"
"Polisi seolah lupa bahwa mereka bekerja untuk rakyat.","negatif"
"Sedih melihat mereka lebih peduli pada jabatan daripada masyarakat.","negatif"
"Miris, rakyat hanya bisa berharap tanpa kepastian.","negatif"
"Polisi terlalu lambat dalam menindak, padahal nyawa taruhannya.","negatif"
"Banyak janji perbaikan, tapi realitanya tetap sama.","negatif"
"Bagaimana bisa merasa aman jika yang seharusnya melindungi malah diam?","negatif"
"Korban terus bertambah, tapi solusi tak kunjung datang.","negatif"
"Polisi sering berjanji, tapi lebih sering menghilang.","negatif"
"Kepercayaan sudah terkikis, dan mereka tak berusaha memperbaiki.","negatif"
"Kenapa korban harus berjuang sendiri mencari keadilan?","negatif"
"Polisi lebih cepat menangkap kritik daripada menangkap penjahat.","negatif"
"Sedih melihat hukum dipermainkan seperti lelucon.","negatif"
"Polisi yang baik ada, tapi sulit ditemukan.","negatif"
"Kecewa, mereka yang seharusnya membela justru menyakiti.","negatif"
"Jika hukum bisa dibeli, lalu apa gunanya keadilan?","negatif"
"Miris, rakyat berteriak tapi tak ada yang mendengar.","negatif"
"Polisi harusnya jadi harapan, bukan sumber ketakutan.","negatif"
"Semakin banyak laporan, semakin banyak pula yang diabaikan.","negatif"
"Hukum tumpul ke atas, tajam ke bawah, menyedihkan.","negatif"
"Polisi harusnya mengayomi, bukan malah menambah luka.","negatif"
"Setiap harapan yang diberikan, selalu berakhir mengecewakan.","negatif"
"Polisi harus sadar, kepercayaan rakyat bukan sesuatu yang abadi.","negatif"
"Semoga pelayanan kepolisian semakin baik ke depannya.","netral"
"Polisi punya tugas berat, semoga selalu amanah dalam menjalankannya.","netral"
"Penegakan hukum yang tegas dan adil akan membuat masyarakat lebih percaya.","netral"
"Banyak hal yang bisa diperbaiki dalam sistem kepolisian kita.","netral"
"Semoga koordinasi antara polisi dan masyarakat semakin kuat.","netral"
"Kinerja kepolisian perlu transparansi agar publik bisa menilai dengan objektif.","netral"
"Polisi harusnya hadir untuk memberi kepastian, bukan ketidakpastian.","negatif"
"Sedih melihat kasus besar lenyap begitu saja.","negatif"
"Kenapa yang benar malah ditindas, sementara yang salah dilindungi?","negatif"
"Polisi harusnya mengembalikan kepercayaan rakyat, bukan menghilangkannya.","negatif"
"Keadilan itu hak semua orang, bukan hanya mereka yang punya koneksi.","negatif"
"Takut melapor karena bisa-bisa malah jadi korban.","negatif"
"Kenapa rasanya lebih takut pada polisi daripada penjahat?","negatif"
"Jika hukum bisa dipermainkan, bagaimana nasib orang kecil?","negatif"
"Polisi harusnya melindungi, tapi malah bikin was-was.","negatif"
"Takut bicara jujur karena bisa berujung masalah.","negatif"
"Gimana bisa percaya kalau laporan sering diabaikan?","negatif"
"Rakyat kecil selalu takut jika berurusan dengan polisi.","negatif"
"Ngeri lihat kasus yang hilang begitu saja.","negatif"
"Takut kalau ketidakadilan ini jadi hal yang biasa.","negatif"
"Kalau ada masalah, justru takut lapor ke polisi.","negatif"
"Kenapa hukum terasa lebih berat bagi rakyat biasa?","negatif"
"Kasus hilang, bukti lenyap, siapa yang harus kita percaya?","negatif"
"Takut keadilan tak pernah benar-benar ada.","negatif"
"Respons cepat dalam menangani laporan akan meningkatkan kepercayaan masyarakat.","netral"
"Polisi sebagai pengayom masyarakat perlu terus meningkatkan pelayanannya.","netral"
"Keamanan dan ketertiban jadi tanggung jawab bersama, bukan hanya kepolisian.","netral"
"Masyarakat dan kepolisian harus saling mendukung demi lingkungan yang lebih aman.","netral"
"Takut, karena hukum bisa tajam ke bawah dan tumpul ke atas.","negatif"
"Korban malah disalahkan, makin ngeri buat cari keadilan.","negatif"
"Kedisiplinan internal kepolisian penting untuk menjaga integritas institusi.","netral"
"Setiap ada kasus besar, selalu ada keanehan.","negatif"
"Berani melapor, tapi takut malah jadi tersangka.","negatif"
"Takut karena keadilan hanya untuk mereka yang punya kuasa.","negatif"
"Melihat kejahatan bebas berkeliaran, makin ngeri hidup di sini.","negatif"
"Jika aparat bisa menyalahgunakan wewenang, siapa yang melindungi kita?","negatif"
"Polisi diam, sementara ketidakadilan terus terjadi.","negatif"
"Takut karena banyak yang bicara benar malah dibungkam.","negatif"
"Miris, masyarakat mulai takut mempercayai aparat.","negatif"
"Setiap ada kasus viral, tiba-tiba semuanya menghilang.","negatif"
"Hukum harusnya melindungi, tapi kenapa terasa menakutkan?","negatif"
"Takut kalau kejahatan justru dilindungi oleh yang berwenang.","negatif"
"Susah percaya kalau hukum bisa berubah ke arah lebih baik.","negatif"
"Ngeri kalau aparat bisa berbuat semaunya tanpa konsekuensi.","negatif"
"Takut kalau sistem hukum ini tak akan pernah membaik.","negatif"
"Banyak yang takut bicara karena bisa berujung ancaman.","negatif"
"Takut jika ketidakadilan ini sudah dianggap wajar.","negatif"
"Kalau hukum tak bisa dipercaya, siapa yang bisa?","negatif"
"Rasa takut ini bukan tanpa alasan, terlalu banyak bukti nyata.","negatif"
"Jika polisi tidak bisa diandalkan, ke mana lagi harus meminta bantuan?","negatif"
"Takut saat yang benar malah ditekan habis-habisan.","negatif"
"Bagaimana jika kasus kita hanya berakhir sebagai statistik?","negatif"
"Takut ketika bukti jelas tapi tidak ada tindakan.","negatif"
"Polisi harusnya hadir sebagai pelindung, bukan sumber ketakutan.","negatif"
"Ngeri kalau sistem ini terus melahirkan ketidakadilan.","negatif"
"Jika rakyat kecil tak pernah menang di mata hukum, lalu untuk apa hukum itu ada?","negatif"
"Takut lihat berita kalau aparat bisa sesukanya tanpa hukuman.","negatif"
"Melawan kejahatan itu berat, tapi lebih berat kalau aparat ikut bermain.","negatif"
"Takut kalau kita sudah terbiasa dengan hukum yang timpang.","negatif"
"Polisi harusnya memberi rasa aman, bukan cemas.","negatif"
"Bagaimana bisa percaya kalau kejahatan tetap merajalela?","negatif"
"Takut kalau hukum hanya tunduk pada uang dan kekuasaan.","negatif"
"Kasus besar tak tersentuh, tapi yang kecil langsung dihukum.","negatif"
"Takut karena hukum lebih sering berpihak pada yang kaya.","negatif"
"Polisi janji reformasi, tapi yang terjadi malah sebaliknya.","negatif"
"Jika hukum hanya formalitas, lalu untuk apa?","negatif"
"Saya percaya polisi bisa menegakkan keadilan dengan adil.","positif"
"Semoga polisi tetap berintegritas dan menjaga kepercayaan rakyat.","positif"
"Saya yakin masih banyak polisi yang bekerja dengan hati nurani.","positif"
"Polisi yang jujur akan selalu mendapat tempat di hati masyarakat.","positif"
"Percaya bahwa hukum akan ditegakkan tanpa pandang bulu.","positif"
"Kami berharap polisi selalu melindungi yang lemah.","positif"
"Kepercayaan rakyat adalah aset terbesar kepolisian.","positif"
"Saya yakin ada polisi yang bekerja demi kebaikan negeri ini.","positif"
"Polisi adalah garda terdepan dalam menjaga ketertiban masyarakat.","positif"
"Kami percaya polisi bisa menjadi harapan bagi keadilan.","positif"
"Integritas polisi adalah pondasi utama kepercayaan publik.","positif"
"Teknologi bisa membantu polisi dalam meningkatkan efektivitas tugasnya.","netral"
"Perbaikan di berbagai sektor kepolisian akan membawa dampak positif bagi masyarakat.","netral"
"Setiap laporan dari masyarakat seharusnya ditindaklanjuti sesuai prosedur.","netral"
"Kepolisian yang bekerja profesional akan membawa dampak baik bagi sistem hukum kita.","netral"
"Semakin profesional kepolisian, semakin aman masyarakat dalam beraktivitas.","netral"
"Kejujuran polisi adalah harapan bagi masa depan hukum di negeri ini.","positif"
"Kami percaya masih ada polisi yang benar-benar mengabdi untuk rakyat.","positif"
